structure,position,species,date,size,cleaning,survival,SGR
Tree 088,4_1_4,Porites cylindrica,2019/02/01,1,2,30,-0.013298
Tree 088,4_1_5,Porites cylindrica,2019/02/01,1,2,100,0.006200
Tree 088,4_2_2,Porites cylindrica,2019/02/01,3,2,100,0.004503
Tree 088,4_2_3,Porites cylindrica,2019/02/01,2,2,100,0.012577
Tree 088,4_2_4,Porites cylindrica,2019/02/01,2,2,90,0.006934
Tree 088,4_2_5,Porites cylindrica,2019/02/01,3,2,100,0.009335
Tree 088,4_3_1,Porites cylindrica,2019/02/01,3,2,100,0.007352
Tree 088,4_3_3,Porites cylindrica,2019/02/01,1,2,100,0.012008
Tree 088,4_3_4,Porites cylindrica,2019/02/01,2,2,90,0.009025
Tree 088,4_3_5,Porites cylindrica,2019/02/01,3,2,80,0.000829
Tree 089,1_1_2,Pocillopora verucosa,2019/02/01,3,1,100,0.008504
Tree 089,1_1_3,Pocillopora verucosa,2019/02/01,2,1,100,0.014913
Tree 089,1_1_4,Pocillopora verucosa,2019/02/01,2,1,100,0.015551
Tree 089,1_2_1,Pocillopora verucosa,2019/02/01,3,1,100,0.011782
Tree 089,1_2_2,Pocillopora verucosa,2019/02/01,2,1,100,0.008803
Tree 089,1_2_3,Pocillopora verucosa,2019/02/01,3,1,100,0.008513
Tree 089,1_2_4,Pocillopora verucosa,2019/02/01,3,1,100,0.011709
Tree 089,1_2_5,Pocillopora verucosa,2019/02/01,2,1,100,0.019253
Tree 089,1_3_1,Pocillopora verucosa,2019/02/01,1,1,100,0.026435
Tree 089,1_3_2,Pocillopora verucosa,2019/02/01,2,1,100,0.017783
Tree 089,2_1_1,Acropora formosa,2019/02/01,3,1,100,0.018036
Tree 089,2_1_2,Acropora formosa,2019/02/01,2,1,100,0.014234
Tree 089,2_1_3,Acropora formosa,2019/02/01,3,1,100,0.011105
Tree 089,2_1_4,Acropora formosa,2019/02/01,2,1,100,0.012544
Tree 089,2_1_5,Acropora formosa,2019/02/01,1,1,100,0.018556
Tree 089,2_2_1,Acropora formosa,2019/02/01,2,1,100,0.015746
Tree 089,2_2_2,Acropora formosa,2019/02/01,1,1,100,0.019431
Tree 089,2_2_3,Acropora formosa,2019/02/01,1,1,100,0.003660
Tree 089,2_2_4,Acropora formosa,2019/02/01,3,1,100,0.013622
Tree 089,2_2_5,Acropora formosa,2019/02/01,1,1,100,0.013204
Tree 089,2_3_1,Acropora formosa,2019/02/01,2,1,100,0.008354
Tree 089,2_3_2,Acropora formosa,2019/02/01,3,1,100,0.002148
Tree 089,2_3_3,Acropora formosa,2019/02/01,1,1,100,0.014096
Tree 089,2_3_4,Acropora formosa,2019/02/01,2,1,100,0.007960
Tree 089,2_3_5,Acropora formosa,2019/02/01,3,1,100,0.013565
Tree 089,3_1_1,Porites cylindrica,2019/02/01,2,1,100,0.008140
Tree 089,3_1_2,Porites cylindrica,2019/02/01,3,1,100,0.002517
Tree 089,3_1_3,Porites cylindrica,2019/02/01,1,1,10,-0.058980
Tree 089,3_1_4,Porites cylindrica,2019/02/01,2,1,100,0.023097
Tree 089,3_2_2,Porites cylindrica,2019/02/01,2,1,100,0.016689
Tree 089,3_2_3,Porites cylindrica,2019/02/01,1,1,100,0.011024
Tree 089,3_2_4,Porites cylindrica,2019/02/01,3,1,100,0.007795
Tree 089,3_3_4,Porites cylindrica,2019/02/01,3,1,100,0.004534
Tree 089,3_3_5,Porites cylindrica,2019/02/01,2,1,100,0.009559
Tree 089,4_1_2,Acropora verweyi,2019/02/01,3,1,100,0.011042
Tree 089,4_1_3,Acropora verweyi,2019/02/01,2,1,100,0.006954
Tree 089,4_1_4,Acropora verweyi,2019/02/01,1,1,90,0.015611
Tree 089,4_1_5,Acropora verweyi,2019/02/01,1,1,90,0.011009
Tree 089,4_2_1,Acropora verweyi,2019/02/01,3,1,100,0.006356
Tree 089,4_2_2,Acropora verweyi,2019/02/01,2,1,100,0.002526
Tree 089,4_2_3,Acropora verweyi,2019/02/01,1,1,90,0.007160
Tree 089,4_2_4,Acropora verweyi,2019/02/01,3,1,100,0.006149
Tree 089,4_2_5,Acropora verweyi,2019/02/01,2,1,100,0.001848
Tree 089,4_3_1,Acropora verweyi,2019/02/01,3,1,100,0.013704
Tree 089,4_3_2,Acropora verweyi,2019/02/01,2,1,100,0.007009
Tree 089,4_3_3,Acropora verweyi,2019/02/01,1,1,100,0.007698
Tree 089,4_3_4,Acropora verweyi,2019/02/01,3,1,100,0.007050
Tree 089,4_3_5,Acropora verweyi,2019/02/01,2,1,100,0.006854
Tree 090,1_1_1,Acropora verweyi,2019/02/01,2,4,90,0.004270
Tree 090,1_1_3,Acropora verweyi,2019/02/01,3,4,80,0.010781
Tree 090,1_1_4,Acropora verweyi,2019/02/01,2,4,100,0.008291
Tree 090,1_1_5,Acropora verweyi,2019/02/01,3,4,100,0.009289
Tree 090,1_2_1,Acropora verweyi,2019/02/01,2,4,100,0.007450
Tree 090,1_2_2,Acropora verweyi,2019/02/01,3,4,100,0.009996
Tree 090,1_2_3,Acropora verweyi,2019/02/01,2,4,100,0.015393
Tree 090,1_2_5,Acropora verweyi,2019/02/01,1,4,100,0.011412
Tree 090,1_3_1,Acropora verweyi,2019/02/01,3,4,100,0.014958
Tree 090,1_3_2,Acropora verweyi,2019/02/01,1,4,90,0.013907
Tree 090,1_3_3,Acropora verweyi,2019/02/01,2,4,100,0.010225
Tree 090,1_3_4,Acropora verweyi,2019/02/01,3,4,100,0.002446
Tree 090,1_3_5,Acropora verweyi,2019/02/01,1,4,90,0.024617
Tree 090,2_1_1,Pocillopora verucosa,2019/02/01,3,4,100,0.016568
Tree 090,2_1_2,Pocillopora verucosa,2019/02/01,2,4,100,0.017617
Tree 090,2_1_3,Pocillopora verucosa,2019/02/01,2,4,100,0.020402
Tree 090,2_1_4,Pocillopora verucosa,2019/02/01,1,4,100,0.016309
Tree 090,2_1_5,Pocillopora verucosa,2019/02/01,3,4,100,0.013191
Tree 090,2_2_1,Pocillopora verucosa,2019/02/01,1,4,100,0.026150
Tree 090,2_2_2,Pocillopora verucosa,2019/02/01,3,4,100,0.017469
Tree 090,2_2_3,Pocillopora verucosa,2019/02/01,2,4,100,0.021445
Tree 090,2_2_4,Pocillopora verucosa,2019/02/01,3,4,90,0.012992
Tree 090,2_2_5,Pocillopora verucosa,2019/02/01,1,4,100,0.022814
Tree 090,2_3_1,Pocillopora verucosa,2019/02/01,2,4,100,0.017062
Tree 090,2_3_2,Pocillopora verucosa,2019/02/01,3,4,100,0.008998
Tree 090,2_3_3,Pocillopora verucosa,2019/02/01,1,4,100,0.021887
Tree 090,2_3_4,Pocillopora verucosa,2019/02/01,2,4,100,0.012516
Tree 090,2_3_5,Pocillopora verucosa,2019/02/01,1,4,100,0.006609
Tree 090,3_1_1,Porites cylindrica,2019/02/01,2,4,100,0.011103
Tree 090,3_1_3,Porites cylindrica,2019/02/01,1,4,100,0.008337
Tree 090,3_1_4,Porites cylindrica,2019/02/01,3,4,90,0.004328
Tree 090,3_2_1,Porites cylindrica,2019/02/01,3,4,90,-0.001016
Tree 090,3_2_2,Porites cylindrica,2019/02/01,2,4,100,0.017291
Tree 090,3_2_3,Porites cylindrica,2019/02/01,1,4,80,-0.003167
Tree 090,3_2_4,Porites cylindrica,2019/02/01,2,4,100,0.008444
Tree 090,3_3_2,Porites cylindrica,2019/02/01,3,4,90,0.004528
Tree 090,3_3_3,Porites cylindrica,2019/02/01,1,4,100,0.002974
Tree 090,3_3_4,Porites cylindrica,2019/02/01,2,4,100,0.011083
Tree 090,3_3_5,Porites cylindrica,2019/02/01,1,4,80,-0.001368
Tree 090,4_1_1,Acropora formosa,2019/02/01,3,4,100,0.010855
Tree 090,4_1_2,Acropora formosa,2019/02/01,2,4,100,0.012300
Tree 090,4_1_3,Acropora formosa,2019/02/01,1,4,80,0.002183
Tree 090,4_1_4,Acropora formosa,2019/02/01,3,4,100,0.015644
Tree 090,4_1_5,Acropora formosa,2019/02/01,2,4,100,0.014918
Tree 090,4_2_1,Acropora formosa,2019/02/01,1,4,100,0.013270
Tree 090,4_2_2,Acropora formosa,2019/02/01,2,4,100,0.016123
Tree 090,4_2_3,Acropora formosa,2019/02/01,1,4,30,-0.010352
Tree 090,4_2_4,Acropora formosa,2019/02/01,3,4,100,0.007373
Tree 090,4_2_5,Acropora formosa,2019/02/01,2,4,100,0.018368
Tree 090,4_3_1,Acropora formosa,2019/02/01,3,4,100,0.007378
Tree 090,4_3_2,Acropora formosa,2019/02/01,1,4,30,-0.012571
Tree 090,4_3_3,Acropora formosa,2019/02/01,3,4,100,0.009240
Tree 090,4_3_4,Acropora formosa,2019/02/01,2,4,100,0.008242
Tree 090,4_3_5,Acropora formosa,2019/02/01,1,4,60,0.002810
Tree 092,1_1_1,Pocillopora verucosa,2019/02/01,3,2,100,0.011246
Tree 092,1_1_3,Pocillopora verucosa,2019/02/01,2,2,100,0.019555
Tree 092,1_1_4,Pocillopora verucosa,2019/02/01,1,2,100,0.029263
Tree 092,1_1_5,Pocillopora verucosa,2019/02/01,3,2,100,0.016298
Tree 092,1_2_1,Pocillopora verucosa,2019/02/01,1,2,100,0.023228
Tree 092,1_2_2,Pocillopora verucosa,2019/02/01,1,2,90,0.019325
Tree 092,1_2_3,Pocillopora verucosa,2019/02/01,3,2,100,0.011514
Tree 092,1_2_4,Pocillopora verucosa,2019/02/01,2,2,100,0.017780
Tree 092,1_2_5,Pocillopora verucosa,2019/02/01,2,2,100,0.012818
Tree 092,1_3_1,Pocillopora verucosa,2019/02/01,2,2,100,0.015943
Tree 092,1_3_2,Pocillopora verucosa,2019/02/01,3,2,100,0.016810
Tree 092,1_3_3,Pocillopora verucosa,2019/02/01,2,2,100,0.014649
Tree 092,1_3_5,Pocillopora verucosa,2019/02/01,1,2,100,0.018091
Tree 092,2_1_1,Acropora verweyi,2019/02/01,2,2,90,0.019597
Tree 092,2_1_3,Acropora verweyi,2019/02/01,3,2,100,0.007210
Tree 092,2_1_4,Acropora verweyi,2019/02/01,3,2,100,0.003592
Tree 092,2_1_5,Acropora verweyi,2019/02/01,1,2,10,-0.002978
Tree 092,2_2_1,Acropora verweyi,2019/02/01,1,2,10,-0.003176
Tree 092,2_2_2,Acropora verweyi,2019/02/01,2,2,80,0.011537
Tree 092,2_2_4,Acropora verweyi,2019/02/01,2,2,80,0.013120
Tree 092,2_2_5,Acropora verweyi,2019/02/01,3,2,80,0.011929
Tree 092,2_3_1,Acropora verweyi,2019/02/01,2,2,100,0.023238
Tree 092,2_3_3,Acropora verweyi,2019/02/01,3,2,90,0.005242
Tree 092,2_3_4,Acropora verweyi,2019/02/01,3,2,100,0.013985
Tree 092,2_3_5,Acropora verweyi,2019/02/01,2,2,100,0.021509
Tree 092,3_1_1,Porites cylindrica,2019/02/01,3,2,80,0.006562
Tree 092,3_1_2,Porites cylindrica,2019/02/01,3,2,90,0.003299
Tree 092,3_1_3,Porites cylindrica,2019/02/01,2,2,100,0.022572
Tree 092,3_1_4,Porites cylindrica,2019/02/01,2,2,90,0.015829
Tree 092,3_1_5,Porites cylindrica,2019/02/01,3,2,90,0.012790
Tree 092,3_2_1,Porites cylindrica,2019/02/01,1,2,90,0.010410
Tree 092,3_2_3,Porites cylindrica,2019/02/01,2,2,40,-0.001432
Tree 092,3_2_5,Porites cylindrica,2019/02/01,3,2,100,-0.000557
Tree 092,3_3_1,Porites cylindrica,2019/02/01,2,2,100,0.014190
Tree 092,3_3_2,Porites cylindrica,2019/02/01,1,2,100,0.021718
Tree 092,3_3_3,Porites cylindrica,2019/02/01,1,2,90,0.007545
Tree 092,4_1_1,Acropora formosa,2019/02/01,2,2,100,0.014050
Tree 092,4_1_2,Acropora formosa,2019/02/01,3,2,100,0.009166
Tree 092,4_1_3,Acropora formosa,2019/02/01,3,2,100,0.015346
Tree 092,4_2_1,Acropora formosa,2019/02/01,3,2,100,0.006334
Tree 092,4_2_2,Acropora formosa,2019/02/01,1,2,100,0.016097
Tree 092,4_2_3,Acropora formosa,2019/02/01,3,2,100,0.012317
Tree 092,4_2_5,Acropora formosa,2019/02/01,2,2,100,0.012422
Tree 092,4_3_1,Acropora formosa,2019/02/01,2,2,100,0.014817
Tree 092,4_3_2,Acropora formosa,2019/02/01,3,2,100,0.010631
Tree 092,4_3_3,Acropora formosa,2019/02/01,2,2,100,0.013115
Tree 092,4_3_4,Acropora formosa,2019/02/01,1,2,80,0.011954
Tree 092,4_3_5,Acropora formosa,2019/02/01,1,2,80,0.013441
Tree 093,1_1_1,Porites cylindrica,2019/02/01,1,2,40,-0.009699
Tree 093,1_1_2,Porites cylindrica,2019/02/01,2,2,100,0.014043
Tree 093,1_1_3,Porites cylindrica,2019/02/01,3,2,100,0.006159
Tree 093,1_1_5,Porites cylindrica,2019/02/01,1,2,80,0.014812
Tree 093,1_2_1,Porites cylindrica,2019/02/01,1,2,40,-0.022997
Tree 093,1_2_2,Porites cylindrica,2019/02/01,3,2,100,0.010528
Tree 093,1_2_4,Porites cylindrica,2019/02/01,2,2,100,0.009935
Tree 093,1_2_5,Porites cylindrica,2019/02/01,3,2,100,0.010378
Tree 093,1_3_1,Porites cylindrica,2019/02/01,1,2,100,0.011727
Tree 093,1_3_2,Porites cylindrica,2019/02/01,3,2,80,0.011205
Tree 093,1_3_3,Porites cylindrica,2019/02/01,2,2,100,0.007572
Tree 093,1_3_4,Porites cylindrica,2019/02/01,1,2,40,-0.019972
Tree 093,2_1_1,Acropora verweyi,2019/02/01,2,2,100,0.004452
Tree 093,2_1_2,Acropora verweyi,2019/02/01,3,2,100,0.013056
Tree 093,2_1_3,Acropora verweyi,2019/02/01,1,2,100,0.007596
Tree 093,2_1_4,Acropora verweyi,2019/02/01,2,2,100,0.022898
Tree 093,2_1_5,Acropora verweyi,2019/02/01,1,2,90,0.013070
Tree 093,2_2_1,Acropora verweyi,2019/02/01,3,2,100,0.013205
Tree 093,2_2_2,Acropora verweyi,2019/02/01,1,2,50,0.014173
Tree 093,2_2_3,Acropora verweyi,2019/02/01,2,2,100,0.015430
Tree 093,2_2_4,Acropora verweyi,2019/02/01,3,2,100,0.013252
Tree 093,2_3_1,Acropora verweyi,2019/02/01,2,2,100,0.011727
Tree 093,2_3_3,Acropora verweyi,2019/02/01,1,2,100,0.011124
Tree 093,2_3_5,Acropora verweyi,2019/02/01,2,2,100,0.004901
Tree 093,3_1_1,Pocillopora verucosa,2019/02/01,3,2,100,0.006179
Tree 093,3_1_2,Pocillopora verucosa,2019/02/01,2,2,100,0.009828
Tree 093,3_1_3,Pocillopora verucosa,2019/02/01,3,2,100,0.013637
Tree 093,3_1_4,Pocillopora verucosa,2019/02/01,1,2,100,0.022482
Tree 093,3_2_1,Pocillopora verucosa,2019/02/01,2,2,100,0.017073
Tree 093,3_2_2,Pocillopora verucosa,2019/02/01,3,2,100,0.008465
Tree 093,3_2_3,Pocillopora verucosa,2019/02/01,1,2,100,0.017048
Tree 093,3_2_4,Pocillopora verucosa,2019/02/01,1,2,100,0.020646
Tree 093,3_3_1,Pocillopora verucosa,2019/02/01,2,2,100,0.011522
Tree 093,3_3_2,Pocillopora verucosa,2019/02/01,2,2,100,0.012862
Tree 093,3_3_3,Pocillopora verucosa,2019/02/01,3,2,100,0.008658
Tree 093,3_3_5,Pocillopora verucosa,2019/02/01,2,2,100,0.009923
Tree 093,4_1_1,Acropora formosa,2019/02/01,3,2,100,0.014339
Tree 093,4_1_2,Acropora formosa,2019/02/01,1,2,100,0.005962
Tree 093,4_1_3,Acropora formosa,2019/02/01,1,2,100,0.020525
Tree 093,4_1_4,Acropora formosa,2019/02/01,3,2,100,0.011137
Tree 093,4_1_5,Acropora formosa,2019/02/01,2,2,50,0.006963
Tree 093,4_2_1,Acropora formosa,2019/02/01,3,2,100,0.005179
Tree 093,4_2_3,Acropora formosa,2019/02/01,2,2,90,0.018691
Tree 093,4_2_5,Acropora formosa,2019/02/01,3,2,100,0.008369
Tree 093,4_3_1,Acropora formosa,2019/02/01,2,2,100,0.019892
Tree 093,4_3_2,Acropora formosa,2019/02/01,2,2,100,0.012546
Tree 093,4_3_3,Acropora formosa,2019/02/01,3,2,100,0.013077
Tree 093,4_3_5,Acropora formosa,2019/02/01,2,2,100,0.018828
Tree 094,1_1_1,Acropora verweyi,2019/02/01,2,3,90,0.009818
Tree 094,1_1_2,Acropora verweyi,2019/02/01,3,3,100,0.012973
Tree 094,1_1_4,Acropora verweyi,2019/02/01,2,3,50,-0.004594
Tree 094,1_1_5,Acropora verweyi,2019/02/01,3,3,90,0.016343
Tree 094,1_2_1,Acropora verweyi,2019/02/01,3,3,100,0.010441
Tree 094,1_2_2,Acropora verweyi,2019/02/01,2,3,60,0.013593
Tree 094,1_2_3,Acropora verweyi,2019/02/01,1,3,90,0.010037
Tree 094,1_2_4,Acropora verweyi,2019/02/01,1,3,10,-0.040064
Tree 094,1_3_1,Acropora verweyi,2019/02/01,3,3,90,0.010346
Tree 094,1_3_2,Acropora verweyi,2019/02/01,3,3,100,0.003225
Tree 094,1_3_3,Acropora verweyi,2019/02/01,2,3,70,0.005619
Tree 094,1_3_4,Acropora verweyi,2019/02/01,2,3,60,0.002237
Tree 094,2_1_1,Pocillopora verucosa,2019/02/01,3,3,100,0.014811
Tree 094,2_1_2,Pocillopora verucosa,2019/02/01,2,3,90,0.013096
Tree 094,2_1_3,Pocillopora verucosa,2019/02/01,3,3,100,0.010180
Tree 094,2_1_4,Pocillopora verucosa,2019/02/01,1,3,90,0.017716
Tree 094,2_1_5,Pocillopora verucosa,2019/02/01,1,3,100,0.024311
Tree 094,2_2_1,Pocillopora verucosa,2019/02/01,2,3,90,0.023145
Tree 094,2_2_2,Pocillopora verucosa,2019/02/01,3,3,100,0.010249
Tree 094,2_2_3,Pocillopora verucosa,2019/02/01,1,3,100,0.017587
Tree 094,2_2_4,Pocillopora verucosa,2019/02/01,3,3,100,0.015603
Tree 094,2_2_5,Pocillopora verucosa,2019/02/01,2,3,100,0.021144
Tree 094,2_3_1,Pocillopora verucosa,2019/02/01,2,3,100,0.012602
Tree 094,2_3_2,Pocillopora verucosa,2019/02/01,1,3,90,0.012391
Tree 094,2_3_3,Pocillopora verucosa,2019/02/01,3,3,100,0.008169
Tree 094,2_3_4,Pocillopora verucosa,2019/02/01,2,3,100,0.009071
Tree 094,2_3_5,Pocillopora verucosa,2019/02/01,1,3,100,0.015179
Tree 094,3_1_1,Porites cylindrica,2019/02/01,2,3,70,0.006235
Tree 094,3_1_2,Porites cylindrica,2019/02/01,1,3,100,0.010095
Tree 094,3_1_3,Porites cylindrica,2019/02/01,2,3,100,0.014147
Tree 094,3_1_4,Porites cylindrica,2019/02/01,1,3,100,0.010637
Tree 094,3_1_5,Porites cylindrica,2019/02/01,1,3,90,0.006061
Tree 094,3_2_1,Porites cylindrica,2019/02/01,2,3,100,0.010883
Tree 094,3_2_2,Porites cylindrica,2019/02/01,3,3,80,0.010673
Tree 094,3_2_3,Porites cylindrica,2019/02/01,3,3,100,0.004028
Tree 094,3_2_5,Porites cylindrica,2019/02/01,2,3,90,0.012855
Tree 094,3_3_1,Porites cylindrica,2019/02/01,3,3,100,0.009279
Tree 094,3_3_2,Porites cylindrica,2019/02/01,2,3,100,0.010544
Tree 094,3_3_3,Porites cylindrica,2019/02/01,3,3,90,-0.000524
Tree 094,3_3_4,Porites cylindrica,2019/02/01,3,3,100,-0.000719
Tree 094,3_3_5,Porites cylindrica,2019/02/01,1,3,80,0.004272
Tree 094,4_1_1,Acropora formosa,2019/02/01,1,3,60,0.006166
Tree 094,4_1_2,Acropora formosa,2019/02/01,2,3,80,0.015772
Tree 094,4_1_3,Acropora formosa,2019/02/01,3,3,90,0.008293
Tree 094,4_1_4,Acropora formosa,2019/02/01,3,3,100,0.006562
Tree 094,4_1_5,Acropora formosa,2019/02/01,3,3,100,0.020057
Tree 094,4_2_1,Acropora formosa,2019/02/01,1,3,70,0.005586
Tree 094,4_2_2,Acropora formosa,2019/02/01,2,3,100,0.013840
Tree 094,4_2_3,Acropora formosa,2019/02/01,2,3,90,0.018476
Tree 094,4_2_4,Acropora formosa,2019/02/01,3,3,100,0.010188
Tree 094,4_2_5,Acropora formosa,2019/02/01,1,3,100,0.012342
Tree 094,4_3_1,Acropora formosa,2019/02/01,2,3,100,0.018987
Tree 094,4_3_2,Acropora formosa,2019/02/01,1,3,100,0.024296
Tree 094,4_3_3,Acropora formosa,2019/02/01,3,3,90,0.013949
Tree 094,4_3_4,Acropora formosa,2019/02/01,1,3,80,0.014198
Tree 094,4_3_5,Acropora formosa,2019/02/01,2,3,90,0.020818
Tree 095,1_1_1,Acropora verweyi,2019/02/01,2,1,100,0.005479
Tree 095,1_1_2,Acropora verweyi,2019/02/01,2,1,100,0.015195
Tree 095,1_1_3,Acropora verweyi,2019/02/01,1,1,100,0.011622
Tree 095,1_1_4,Acropora verweyi,2019/02/01,2,1,100,0.014626
Tree 095,1_1_5,Acropora verweyi,2019/02/01,1,1,100,0.012039
Tree 095,1_2_1,Acropora verweyi,2019/02/01,3,1,100,0.011959
Tree 095,1_2_2,Acropora verweyi,2019/02/01,3,1,100,0.008688
Tree 095,1_2_3,Acropora verweyi,2019/02/01,3,1,100,0.009606
Tree 095,1_2_4,Acropora verweyi,2019/02/01,1,1,100,0.011238
Tree 095,1_2_5,Acropora verweyi,2019/02/01,3,1,100,0.014995
Tree 095,1_3_1,Acropora verweyi,2019/02/01,2,1,100,0.015257
Tree 095,1_3_2,Acropora verweyi,2019/02/01,1,1,100,0.008912
Tree 095,1_3_3,Acropora verweyi,2019/02/01,2,1,100,0.010662
Tree 095,1_3_4,Acropora verweyi,2019/02/01,3,1,100,0.006287
Tree 095,1_3_5,Acropora verweyi,2019/02/01,1,1,100,0.005095
Tree 095,2_1_1,Porites cylindrica,2019/02/01,1,1,90,0.008723
Tree 095,2_1_2,Porites cylindrica,2019/02/01,2,1,100,0.013030
Tree 095,2_1_3,Porites cylindrica,2019/02/01,1,1,100,0.008578
Tree 095,2_1_4,Porites cylindrica,2019/02/01,3,1,100,0.009015
Tree 095,2_1_5,Porites cylindrica,2019/02/01,2,1,100,0.008184
Tree 095,2_2_1,Porites cylindrica,2019/02/01,1,1,100,0.015973
Tree 095,2_2_2,Porites cylindrica,2019/02/01,3,1,100,0.009851
Tree 095,2_2_3,Porites cylindrica,2019/02/01,2,1,100,0.011641
Tree 095,2_2_4,Porites cylindrica,2019/02/01,3,1,100,0.012809
Tree 095,2_2_5,Porites cylindrica,2019/02/01,1,1,100,0.016138
Tree 095,2_3_2,Porites cylindrica,2019/02/01,2,1,100,0.012413
Tree 095,2_3_3,Porites cylindrica,2019/02/01,2,1,100,0.013709
Tree 095,2_3_4,Porites cylindrica,2019/02/01,3,1,100,0.008784
Tree 095,2_3_5,Porites cylindrica,2019/02/01,1,1,80,0.012581
Tree 095,3_1_1,Acropora formosa,2019/02/01,2,1,100,0.021175
Tree 095,3_1_2,Acropora formosa,2019/02/01,3,1,100,0.019710
Tree 095,3_1_3,Acropora formosa,2019/02/01,1,1,100,0.023863
Tree 095,3_1_4,Acropora formosa,2019/02/01,1,1,100,0.017254
Tree 095,3_1_5,Acropora formosa,2019/02/01,1,1,100,0.017876
Tree 095,3_2_1,Acropora formosa,2019/02/01,2,1,100,0.013967
Tree 095,3_2_2,Acropora formosa,2019/02/01,3,1,90,0.005059
Tree 095,3_2_3,Acropora formosa,2019/02/01,2,1,100,0.011198
Tree 095,3_2_4,Acropora formosa,2019/02/01,3,1,100,0.015937
Tree 095,3_2_5,Acropora formosa,2019/02/01,2,1,100,0.018505
Tree 095,3_3_1,Acropora formosa,2019/02/01,3,1,100,0.014813
Tree 095,3_3_2,Acropora formosa,2019/02/01,3,1,100,0.011431
Tree 095,3_3_3,Acropora formosa,2019/02/01,1,1,100,0.024370
Tree 095,3_3_4,Acropora formosa,2019/02/01,2,1,100,0.018223
Tree 095,3_3_5,Acropora formosa,2019/02/01,1,1,100,0.024387
Tree 095,4_1_1,Pocillopora verucosa,2019/02/01,3,1,100,0.015502
Tree 095,4_1_2,Pocillopora verucosa,2019/02/01,1,1,100,0.018167
Tree 095,4_1_3,Pocillopora verucosa,2019/02/01,1,1,100,0.025553
Tree 095,4_1_4,Pocillopora verucosa,2019/02/01,2,1,100,0.017552
Tree 095,4_1_5,Pocillopora verucosa,2019/02/01,3,1,100,0.010063
Tree 095,4_2_1,Pocillopora verucosa,2019/02/01,1,1,100,0.026435
Tree 095,4_2_2,Pocillopora verucosa,2019/02/01,2,1,100,0.018072
Tree 095,4_2_3,Pocillopora verucosa,2019/02/01,3,1,100,0.013987
Tree 095,4_2_4,Pocillopora verucosa,2019/02/01,1,1,100,0.028440
Tree 095,4_2_5,Pocillopora verucosa,2019/02/01,2,1,100,0.019567
Tree 095,4_3_1,Pocillopora verucosa,2019/02/01,2,1,100,0.024044
Tree 095,4_3_2,Pocillopora verucosa,2019/02/01,3,1,100,0.010832
Tree 095,4_3_3,Pocillopora verucosa,2019/02/01,3,1,100,0.012935
Tree 095,4_3_4,Pocillopora verucosa,2019/02/01,2,1,100,0.023845
Tree 097,1_1_1,Pocillopora verucosa,2019/02/01,3,4,100,0.015729
Tree 097,1_1_2,Pocillopora verucosa,2019/02/01,1,4,100,0.010672
Tree 097,1_1_3,Pocillopora verucosa,2019/02/01,3,4,100,0.014104
Tree 097,1_1_4,Pocillopora verucosa,2019/02/01,1,4,100,0.007995
Tree 097,1_1_5,Pocillopora verucosa,2019/02/01,3,4,100,0.014676
Tree 097,1_2_1,Pocillopora verucosa,2019/02/01,2,4,100,0.023649
Tree 097,1_2_2,Pocillopora verucosa,2019/02/01,2,4,100,0.019814
Tree 097,1_2_3,Pocillopora verucosa,2019/02/01,1,4,100,0.012142
Tree 097,1_2_4,Pocillopora verucosa,2019/02/01,2,4,100,0.023307
Tree 097,1_2_5,Pocillopora verucosa,2019/02/01,1,4,100,0.028868
Tree 097,1_3_1,Pocillopora verucosa,2019/02/01,3,4,100,0.015806
Tree 097,1_3_2,Pocillopora verucosa,2019/02/01,1,4,100,0.023324
Tree 097,1_3_3,Pocillopora verucosa,2019/02/01,2,4,100,0.027850
Tree 097,1_3_4,Pocillopora verucosa,2019/02/01,3,4,100,0.012276
Tree 097,1_3_5,Pocillopora verucosa,2019/02/01,2,4,100,0.014018
Tree 097,2_1_1,Acropora verweyi,2019/02/01,1,4,80,0.015252
Tree 097,2_1_2,Acropora verweyi,2019/02/01,2,4,100,0.010094
Tree 097,2_1_3,Acropora verweyi,2019/02/01,3,4,100,0.012877
Tree 097,2_1_4,Acropora verweyi,2019/02/01,1,4,90,-0.002946
Tree 097,2_1_5,Acropora verweyi,2019/02/01,3,4,100,0.004552
Tree 097,2_2_1,Acropora verweyi,2019/02/01,1,4,100,0.005792
Tree 097,2_2_2,Acropora verweyi,2019/02/01,3,4,80,0.004825
Tree 097,2_2_3,Acropora verweyi,2019/02/01,3,4,100,0.000659
Tree 097,2_2_4,Acropora verweyi,2019/02/01,2,4,90,0.001592
Tree 097,2_2_5,Acropora verweyi,2019/02/01,1,4,70,0.003399
Tree 097,2_3_1,Acropora verweyi,2019/02/01,2,4,90,0.004984
Tree 097,2_3_2,Acropora verweyi,2019/02/01,3,4,100,0.012777
Tree 097,2_3_3,Acropora verweyi,2019/02/01,2,4,90,0.003240
Tree 097,2_3_4,Acropora verweyi,2019/02/01,1,4,100,0.014975
Tree 097,2_3_5,Acropora verweyi,2019/02/01,2,4,100,0.014078
Tree 097,3_1_1,Porites cylindrica,2019/02/01,3,4,100,0.012668
Tree 097,3_1_2,Porites cylindrica,2019/02/01,1,4,100,0.003495
Tree 097,3_2_1,Porites cylindrica,2019/02/01,2,4,100,0.016567
