structure,position,species,date,size,cleaning,survival,SGR
Tree 093,1_2_5,Porites cylindrica,2019/06/01,3,2,50,0.002602
Tree 093,1_3_1,Porites cylindrica,2019/06/01,1,2,80,0.006697
Tree 093,1_3_2,Porites cylindrica,2019/06/01,3,2,90,-0.000175
Tree 093,1_3_3,Porites cylindrica,2019/06/01,2,2,100,0.008384
Tree 093,1_3_5,Porites cylindrica,2019/06/01,3,2,60,0.018419
Tree 093,2_1_2,Acropora verweyi,2019/06/01,3,2,100,0.004189
Tree 093,2_1_3,Acropora verweyi,2019/06/01,1,2,40,-0.002901
Tree 093,2_1_4,Acropora verweyi,2019/06/01,2,2,100,0.004818
Tree 093,2_2_1,Acropora verweyi,2019/06/01,3,2,100,0.009659
Tree 093,2_2_3,Acropora verweyi,2019/06/01,2,2,100,0.012110
Tree 093,2_2_4,Acropora verweyi,2019/06/01,3,2,100,-0.000523
Tree 093,2_3_1,Acropora verweyi,2019/06/01,2,2,100,0.000326
Tree 093,2_3_3,Acropora verweyi,2019/06/01,1,2,70,0.011455
Tree 093,2_3_5,Acropora verweyi,2019/06/01,2,2,100,0.002191
Tree 093,3_1_1,Pocillopora verucosa,2019/06/01,3,2,100,-0.004398
Tree 093,3_1_2,Pocillopora verucosa,2019/06/01,2,2,100,0.000082
Tree 093,3_1_3,Pocillopora verucosa,2019/06/01,3,2,100,-0.006462
Tree 093,3_1_4,Pocillopora verucosa,2019/06/01,1,2,100,0.004608
Tree 093,3_2_1,Pocillopora verucosa,2019/06/01,2,2,100,0.001245
Tree 093,3_2_2,Pocillopora verucosa,2019/06/01,3,2,100,0.007919
Tree 093,3_2_3,Pocillopora verucosa,2019/06/01,1,2,100,-0.002082
Tree 093,3_2_4,Pocillopora verucosa,2019/06/01,1,2,100,0.003940
Tree 093,3_3_1,Pocillopora verucosa,2019/06/01,2,2,100,-0.004253
Tree 093,3_3_2,Pocillopora verucosa,2019/06/01,2,2,100,-0.004784
Tree 093,3_3_3,Pocillopora verucosa,2019/06/01,3,2,100,-0.000311
Tree 093,3_3_5,Pocillopora verucosa,2019/06/01,2,2,100,0.000403
Tree 093,4_1_1,Acropora formosa,2019/06/01,3,2,100,0.013197
Tree 093,4_1_2,Acropora formosa,2019/06/01,1,2,100,0.015906
Tree 093,4_1_3,Acropora formosa,2019/06/01,1,2,100,0.025840
Tree 093,4_1_4,Acropora formosa,2019/06/01,3,2,100,0.002943
Tree 093,4_2_1,Acropora formosa,2019/06/01,3,2,100,0.001822
Tree 093,4_2_3,Acropora formosa,2019/06/01,2,2,100,0.003100
Tree 093,4_3_1,Acropora formosa,2019/06/01,2,2,100,0.025863
Tree 093,4_3_2,Acropora formosa,2019/06/01,2,2,100,0.013741
Tree 093,4_3_5,Acropora formosa,2019/06/01,2,2,100,0.011636
Tree 094,1_1_1,Acropora verweyi,2019/06/01,2,3,100,0.005351
Tree 094,1_1_2,Acropora verweyi,2019/06/01,3,3,100,0.008160
Tree 094,1_1_5,Acropora verweyi,2019/06/01,3,3,90,0.006118
Tree 094,1_2_1,Acropora verweyi,2019/06/01,3,3,100,0.009475
Tree 094,1_2_2,Acropora verweyi,2019/06/01,2,3,50,0.006471
Tree 094,1_3_1,Acropora verweyi,2019/06/01,3,3,90,0.011560
Tree 094,1_3_2,Acropora verweyi,2019/06/01,3,3,100,-0.001320
Tree 094,1_3_3,Acropora verweyi,2019/06/01,2,3,60,0.014317
Tree 094,2_1_1,Pocillopora verucosa,2019/06/01,3,3,90,0.001272
Tree 094,2_1_2,Pocillopora verucosa,2019/06/01,2,3,100,0.003563
Tree 094,2_1_3,Pocillopora verucosa,2019/06/01,3,3,100,0.008342
Tree 094,2_1_4,Pocillopora verucosa,2019/06/01,1,3,90,0.007777
Tree 094,2_1_5,Pocillopora verucosa,2019/06/01,1,3,100,-0.003747
Tree 094,2_2_1,Pocillopora verucosa,2019/06/01,2,3,100,-0.000060
Tree 094,2_2_2,Pocillopora verucosa,2019/06/01,3,3,100,0.009229
Tree 094,2_2_3,Pocillopora verucosa,2019/06/01,1,3,90,0.002980
Tree 094,2_2_4,Pocillopora verucosa,2019/06/01,3,3,90,0.005345
Tree 094,2_2_5,Pocillopora verucosa,2019/06/01,2,3,100,0.006080
Tree 094,2_3_1,Pocillopora verucosa,2019/06/01,2,3,100,0.007232
Tree 094,2_3_2,Pocillopora verucosa,2019/06/01,1,3,100,-0.003385
Tree 094,2_3_3,Pocillopora verucosa,2019/06/01,3,3,100,-0.000225
Tree 094,2_3_4,Pocillopora verucosa,2019/06/01,2,3,100,0.007837
Tree 094,2_3_5,Pocillopora verucosa,2019/06/01,1,3,100,-0.000557
Tree 094,3_1_2,Porites cylindrica,2019/06/01,1,3,90,0.015168
Tree 094,3_1_3,Porites cylindrica,2019/06/01,2,3,100,0.008532
Tree 094,3_1_4,Porites cylindrica,2019/06/01,1,3,80,0.001505
Tree 094,3_2_3,Porites cylindrica,2019/06/01,3,3,60,0.002476
Tree 094,3_3_1,Porites cylindrica,2019/06/01,3,3,100,0.009064
Tree 094,3_3_2,Porites cylindrica,2019/06/01,2,3,90,0.000420
Tree 094,3_3_3,Porites cylindrica,2019/06/01,3,3,50,0.005029
Tree 094,3_3_4,Porites cylindrica,2019/06/01,3,3,90,0.006130
Tree 094,3_3_5,Porites cylindrica,2019/06/01,1,3,100,0.006862
Tree 094,4_1_2,Acropora formosa,2019/06/01,2,3,90,0.007116
Tree 094,4_1_3,Acropora formosa,2019/06/01,3,3,90,0.013157
Tree 094,4_1_4,Acropora formosa,2019/06/01,3,3,100,0.008167
Tree 094,4_1_5,Acropora formosa,2019/06/01,3,3,100,0.002296
Tree 094,4_2_1,Acropora formosa,2019/06/01,1,3,50,0.010714
Tree 094,4_2_2,Acropora formosa,2019/06/01,2,3,100,0.011830
Tree 094,4_2_3,Acropora formosa,2019/06/01,2,3,80,0.007040
Tree 094,4_2_4,Acropora formosa,2019/06/01,3,3,100,0.007799
Tree 094,4_2_5,Acropora formosa,2019/06/01,1,3,100,0.009517
Tree 094,4_3_1,Acropora formosa,2019/06/01,2,3,100,0.014119
Tree 094,4_3_2,Acropora formosa,2019/06/01,1,3,100,0.008906
Tree 094,4_3_3,Acropora formosa,2019/06/01,3,3,100,0.008594
Tree 094,4_3_4,Acropora formosa,2019/06/01,1,3,90,0.011711
Tree 094,4_3_5,Acropora formosa,2019/06/01,2,3,100,0.008719
Tree 095,1_1_1,Acropora verweyi,2019/06/01,2,1,100,0.005706
Tree 095,1_1_2,Acropora verweyi,2019/06/01,2,1,100,0.008702
Tree 095,1_1_3,Acropora verweyi,2019/06/01,1,1,100,0.010144
Tree 095,1_1_4,Acropora verweyi,2019/06/01,2,1,100,0.015194
Tree 095,1_1_5,Acropora verweyi,2019/06/01,1,1,100,0.008815
Tree 095,1_2_1,Acropora verweyi,2019/06/01,3,1,100,0.007874
Tree 095,1_2_2,Acropora verweyi,2019/06/01,3,1,100,0.010556
Tree 095,1_2_3,Acropora verweyi,2019/06/01,3,1,100,0.004587
Tree 095,1_2_4,Acropora verweyi,2019/06/01,1,1,100,0.013012
Tree 095,1_2_5,Acropora verweyi,2019/06/01,3,1,100,0.008944
Tree 095,1_3_1,Acropora verweyi,2019/06/01,2,1,100,0.014976
Tree 095,1_3_2,Acropora verweyi,2019/06/01,1,1,100,0.011663
Tree 095,1_3_3,Acropora verweyi,2019/06/01,2,1,100,0.008369
Tree 095,1_3_4,Acropora verweyi,2019/06/01,3,1,100,0.005946
Tree 095,1_3_5,Acropora verweyi,2019/06/01,1,1,100,0.006634
Tree 095,2_1_2,Porites cylindrica,2019/06/01,2,1,100,0.007600
Tree 095,2_1_3,Porites cylindrica,2019/06/01,1,1,70,0.006571
Tree 095,2_1_4,Porites cylindrica,2019/06/01,3,1,90,0.009445
Tree 095,2_1_5,Porites cylindrica,2019/06/01,2,1,40,-0.014554
Tree 095,2_2_1,Porites cylindrica,2019/06/01,1,1,100,0.016002
Tree 095,2_2_2,Porites cylindrica,2019/06/01,3,1,100,0.013076
Tree 095,2_2_3,Porites cylindrica,2019/06/01,2,1,100,0.005863
Tree 095,2_2_4,Porites cylindrica,2019/06/01,3,1,100,0.004223
Tree 095,2_2_5,Porites cylindrica,2019/06/01,1,1,100,0.020664
Tree 095,2_3_2,Porites cylindrica,2019/06/01,2,1,100,0.023911
Tree 095,2_3_4,Porites cylindrica,2019/06/01,3,1,80,0.006008
Tree 095,3_1_1,Acropora formosa,2019/06/01,2,1,100,0.016134
Tree 095,3_1_2,Acropora formosa,2019/06/01,3,1,100,0.013191
Tree 095,3_1_3,Acropora formosa,2019/06/01,1,1,100,0.009802
Tree 095,3_1_4,Acropora formosa,2019/06/01,1,1,100,0.017588
Tree 095,3_1_5,Acropora formosa,2019/06/01,1,1,100,0.019416
Tree 095,3_2_1,Acropora formosa,2019/06/01,2,1,100,0.011007
Tree 095,3_2_2,Acropora formosa,2019/06/01,3,1,90,0.010646
Tree 095,3_2_3,Acropora formosa,2019/06/01,2,1,100,0.007157
Tree 095,3_2_4,Acropora formosa,2019/06/01,3,1,100,0.011627
Tree 095,3_2_5,Acropora formosa,2019/06/01,2,1,100,0.010576
Tree 095,3_3_1,Acropora formosa,2019/06/01,3,1,100,0.014691
Tree 095,3_3_2,Acropora formosa,2019/06/01,3,1,100,0.019775
Tree 095,3_3_3,Acropora formosa,2019/06/01,1,1,100,0.010812
Tree 095,3_3_4,Acropora formosa,2019/06/01,2,1,100,0.008450
Tree 095,3_3_5,Acropora formosa,2019/06/01,1,1,100,0.016768
Tree 095,4_1_1,Pocillopora verucosa,2019/06/01,3,1,100,0.002306
Tree 095,4_1_2,Pocillopora verucosa,2019/06/01,1,1,100,-0.004045
Tree 095,4_1_3,Pocillopora verucosa,2019/06/01,1,1,100,0.003944
Tree 095,4_1_4,Pocillopora verucosa,2019/06/01,2,1,100,-0.002249
Tree 095,4_2_1,Pocillopora verucosa,2019/06/01,1,1,100,0.005823
Tree 095,4_2_2,Pocillopora verucosa,2019/06/01,2,1,90,0.003263
Tree 095,4_2_3,Pocillopora verucosa,2019/06/01,3,1,90,0.003778
Tree 095,4_2_4,Pocillopora verucosa,2019/06/01,1,1,100,0.003556
Tree 095,4_2_5,Pocillopora verucosa,2019/06/01,2,1,100,-0.000960
Tree 095,4_3_1,Pocillopora verucosa,2019/06/01,2,1,100,0.001023
Tree 095,4_3_2,Pocillopora verucosa,2019/06/01,3,1,100,0.004651
Tree 095,4_3_3,Pocillopora verucosa,2019/06/01,3,1,100,0.007558
Tree 095,4_3_4,Pocillopora verucosa,2019/06/01,2,1,100,-0.000989
Tree 097,1_1_1,Pocillopora verucosa,2019/06/01,3,4,100,-0.000759
Tree 097,1_1_2,Pocillopora verucosa,2019/06/01,1,4,100,0.005090
Tree 097,1_1_3,Pocillopora verucosa,2019/06/01,3,4,100,-0.003523
Tree 097,1_1_4,Pocillopora verucosa,2019/06/01,1,4,100,0.008772
Tree 097,1_1_5,Pocillopora verucosa,2019/06/01,3,4,100,-0.004062
Tree 097,1_2_1,Pocillopora verucosa,2019/06/01,2,4,100,0.000882
Tree 097,1_2_2,Pocillopora verucosa,2019/06/01,2,4,100,0.000486
Tree 097,1_2_3,Pocillopora verucosa,2019/06/01,1,4,100,-0.001348
Tree 097,1_2_4,Pocillopora verucosa,2019/06/01,2,4,100,0.001449
Tree 097,1_2_5,Pocillopora verucosa,2019/06/01,1,4,100,-0.005595
Tree 097,1_3_2,Pocillopora verucosa,2019/06/01,1,4,60,-0.000426
Tree 097,1_3_3,Pocillopora verucosa,2019/06/01,2,4,100,0.003465
Tree 097,1_3_4,Pocillopora verucosa,2019/06/01,3,4,100,-0.004127
Tree 097,1_3_5,Pocillopora verucosa,2019/06/01,2,4,100,-0.004609
Tree 097,2_1_1,Acropora verweyi,2019/06/01,1,4,90,0.012787
Tree 097,2_1_2,Acropora verweyi,2019/06/01,2,4,80,0.005747
Tree 097,2_1_3,Acropora verweyi,2019/06/01,3,4,100,0.002521
Tree 097,2_1_5,Acropora verweyi,2019/06/01,3,4,100,0.008645
Tree 097,2_2_1,Acropora verweyi,2019/06/01,1,4,100,0.016255
Tree 097,2_2_2,Acropora verweyi,2019/06/01,3,4,50,0.002435
Tree 097,2_2_3,Acropora verweyi,2019/06/01,3,4,90,-0.000891
Tree 097,2_2_4,Acropora verweyi,2019/06/01,2,4,90,0.002917
Tree 097,2_2_5,Acropora verweyi,2019/06/01,1,4,20,-0.025226
Tree 097,2_3_1,Acropora verweyi,2019/06/01,2,4,100,0.007938
Tree 097,2_3_2,Acropora verweyi,2019/06/01,3,4,100,0.010262
Tree 097,2_3_3,Acropora verweyi,2019/06/01,2,4,80,0.006914
Tree 097,2_3_4,Acropora verweyi,2019/06/01,1,4,90,0.012803
Tree 097,2_3_5,Acropora verweyi,2019/06/01,2,4,100,0.015224
Tree 097,3_1_1,Porites cylindrica,2019/06/01,3,4,90,0.003623
Tree 097,3_1_2,Porites cylindrica,2019/06/01,1,4,60,0.021552
Tree 097,3_2_1,Porites cylindrica,2019/06/01,2,4,100,0.010727
Tree 097,3_2_2,Porites cylindrica,2019/06/01,1,4,90,0.003978
Tree 097,3_2_4,Porites cylindrica,2019/06/01,3,4,90,0.008519
Tree 097,3_3_1,Porites cylindrica,2019/06/01,2,4,80,-0.003244
Tree 097,3_3_2,Porites cylindrica,2019/06/01,3,4,80,0.001385
Tree 097,3_3_3,Porites cylindrica,2019/06/01,2,4,40,-0.014203
Tree 097,4_1_1,Acropora formosa,2019/06/01,3,4,100,0.006155
Tree 097,4_1_2,Acropora formosa,2019/06/01,1,4,90,0.006553
Tree 097,4_1_3,Acropora formosa,2019/06/01,2,4,100,0.003374
Tree 097,4_1_4,Acropora formosa,2019/06/01,3,4,100,0.005839
Tree 097,4_1_5,Acropora formosa,2019/06/01,3,4,100,0.004737
Tree 097,4_2_1,Acropora formosa,2019/06/01,3,4,90,0.009237
Tree 097,4_2_2,Acropora formosa,2019/06/01,2,4,80,0.008629
Tree 097,4_2_5,Acropora formosa,2019/06/01,3,4,100,0.012342
Tree 097,4_3_3,Acropora formosa,2019/06/01,1,4,100,0.013459
Tree 097,4_3_4,Acropora formosa,2019/06/01,2,4,100,0.013449
Tree 097,4_3_5,Acropora formosa,2019/06/01,2,4,100,0.013560
Tree 098,1_1_1,Porites cylindrica,2019/06/01,3,3,70,-0.002313
Tree 098,1_2_1,Porites cylindrica,2019/06/01,1,3,30,-0.025380
Tree 098,1_2_4,Porites cylindrica,2019/06/01,2,3,90,0.003103
Tree 098,1_2_5,Porites cylindrica,2019/06/01,1,3,50,-0.006813
Tree 098,1_3_2,Porites cylindrica,2019/06/01,3,3,40,-0.012192
Tree 098,1_3_3,Porites cylindrica,2019/06/01,1,3,100,0.017539
Tree 098,1_3_4,Porites cylindrica,2019/06/01,2,3,100,0.006984
Tree 098,2_1_1,Acropora formosa,2019/06/01,3,3,100,0.011484
Tree 098,2_1_2,Acropora formosa,2019/06/01,1,3,100,0.020856
Tree 098,2_1_4,Acropora formosa,2019/06/01,1,3,100,0.015459
Tree 098,2_1_5,Acropora formosa,2019/06/01,2,3,100,0.012092
Tree 098,2_2_1,Acropora formosa,2019/06/01,3,3,100,-0.001012
Tree 098,2_2_2,Acropora formosa,2019/06/01,2,3,100,-0.003738
Tree 098,2_3_1,Acropora formosa,2019/06/01,1,3,50,0.004330
Tree 098,2_3_2,Acropora formosa,2019/06/01,2,3,100,0.003470
Tree 098,2_3_3,Acropora formosa,2019/06/01,1,3,80,0.013983
Tree 098,2_3_4,Acropora formosa,2019/06/01,2,3,100,0.007403
Tree 098,2_3_5,Acropora formosa,2019/06/01,3,3,100,0.007339
Tree 098,3_1_1,Pocillopora verucosa,2019/06/01,1,3,100,0.000450
Tree 098,3_2_1,Pocillopora verucosa,2019/06/01,3,3,100,-0.001211
Tree 098,3_2_2,Pocillopora verucosa,2019/06/01,2,3,100,0.003971
Tree 098,3_2_3,Pocillopora verucosa,2019/06/01,1,3,100,-0.001057
Tree 098,3_2_4,Pocillopora verucosa,2019/06/01,1,3,100,0.001708
Tree 098,3_2_5,Pocillopora verucosa,2019/06/01,2,3,100,-0.001191
Tree 098,3_3_1,Pocillopora verucosa,2019/06/01,1,3,100,-0.001578
Tree 098,3_3_2,Pocillopora verucosa,2019/06/01,3,3,100,-0.005430
Tree 098,3_3_3,Pocillopora verucosa,2019/06/01,1,3,100,0.011182
Tree 098,4_1_2,Acropora verweyi,2019/06/01,2,3,80,0.005918
Tree 098,4_1_3,Acropora verweyi,2019/06/01,3,3,100,0.009252
Tree 098,4_1_4,Acropora verweyi,2019/06/01,1,3,80,0.004263
Tree 098,4_1_5,Acropora verweyi,2019/06/01,2,3,90,0.006341
Tree 098,4_2_2,Acropora verweyi,2019/06/01,2,3,100,0.010862
Tree 098,4_2_3,Acropora verweyi,2019/06/01,3,3,100,-0.002773
Tree 098,4_2_4,Acropora verweyi,2019/06/01,3,3,100,-0.000645
Tree 098,4_2_5,Acropora verweyi,2019/06/01,2,3,30,0.003339
Tree 098,4_3_1,Acropora verweyi,2019/06/01,2,3,90,0.004296
Tree 098,4_3_2,Acropora verweyi,2019/06/01,3,3,100,0.003944
Tree 098,4_3_3,Acropora verweyi,2019/06/01,3,3,100,-0.001641
Tree 098,4_3_4,Acropora verweyi,2019/06/01,1,3,100,0.017134
Tree 098,4_3_5,Acropora verweyi,2019/06/01,1,3,50,0.003515
Tree 099,1_1_1,Pocillopora verucosa,2019/06/01,1,3,100,-0.001360
Tree 099,1_1_2,Pocillopora verucosa,2019/06/01,1,3,100,-0.004123
Tree 099,1_1_3,Pocillopora verucosa,2019/06/01,3,3,100,0.001973
Tree 099,1_1_4,Pocillopora verucosa,2019/06/01,3,3,100,0.010221
Tree 099,1_1_5,Pocillopora verucosa,2019/06/01,3,3,100,0.004597
Tree 099,1_2_1,Pocillopora verucosa,2019/06/01,2,3,100,0.011342
Tree 099,1_2_2,Pocillopora verucosa,2019/06/01,3,3,100,0.006700
Tree 099,1_2_3,Pocillopora verucosa,2019/06/01,1,3,60,-0.002089
Tree 099,1_2_4,Pocillopora verucosa,2019/06/01,2,3,100,-0.002056
Tree 099,1_3_1,Pocillopora verucosa,2019/06/01,2,3,100,-0.000953
Tree 099,1_3_2,Pocillopora verucosa,2019/06/01,3,3,100,0.006762
Tree 099,1_3_3,Pocillopora verucosa,2019/06/01,2,3,100,-0.007415
Tree 099,1_3_4,Pocillopora verucosa,2019/06/01,1,3,100,-0.004399
Tree 099,2_1_1,Acropora formosa,2019/06/01,3,3,100,0.005026
Tree 099,2_1_2,Acropora formosa,2019/06/01,1,3,100,0.010859
Tree 099,2_1_3,Acropora formosa,2019/06/01,2,3,100,0.005628
Tree 099,2_1_4,Acropora formosa,2019/06/01,3,3,100,0.006209
Tree 099,2_2_1,Acropora formosa,2019/06/01,2,3,100,0.016900
Tree 099,2_2_2,Acropora formosa,2019/06/01,3,3,90,0.003998
Tree 099,2_2_3,Acropora formosa,2019/06/01,1,3,100,0.015465
Tree 099,2_2_4,Acropora formosa,2019/06/01,2,3,100,0.014991
Tree 099,2_2_5,Acropora formosa,2019/06/01,2,3,100,0.010162
Tree 099,2_3_1,Acropora formosa,2019/06/01,3,3,100,-0.001330
Tree 099,2_3_2,Acropora formosa,2019/06/01,2,3,100,0.011688
Tree 099,2_3_3,Acropora formosa,2019/06/01,1,3,70,0.002822
Tree 099,2_3_4,Acropora formosa,2019/06/01,1,3,100,0.000970
Tree 099,2_3_5,Acropora formosa,2019/06/01,3,3,100,0.002287
Tree 099,3_1_1,Porites cylindrica,2019/06/01,3,3,90,0.002090
Tree 099,3_1_2,Porites cylindrica,2019/06/01,2,3,100,0.008702
Tree 099,3_1_3,Porites cylindrica,2019/06/01,1,3,30,-0.021076
Tree 099,3_1_4,Porites cylindrica,2019/06/01,3,3,60,0.011701
Tree 099,3_2_1,Porites cylindrica,2019/06/01,3,3,100,0.019580
Tree 099,3_2_2,Porites cylindrica,2019/06/01,1,3,50,0.005291
Tree 099,3_2_3,Porites cylindrica,2019/06/01,3,3,70,0.002488
Tree 099,3_2_4,Porites cylindrica,2019/06/01,2,3,100,0.007308
Tree 099,3_2_5,Porites cylindrica,2019/06/01,1,3,100,0.016144
Tree 099,3_3_1,Porites cylindrica,2019/06/01,1,3,100,0.013915
Tree 099,3_3_2,Porites cylindrica,2019/06/01,1,3,100,0.014232
Tree 099,3_3_4,Porites cylindrica,2019/06/01,2,3,100,0.002680
Tree 099,3_3_5,Porites cylindrica,2019/06/01,2,3,10,-0.071021
Tree 099,4_1_1,Acropora verweyi,2019/06/01,2,3,100,0.010709
Tree 099,4_1_2,Acropora verweyi,2019/06/01,2,3,100,0.020659
Tree 099,4_1_3,Acropora verweyi,2019/06/01,1,3,100,0.009748
Tree 099,4_1_4,Acropora verweyi,2019/06/01,3,3,100,0.012520
Tree 099,4_2_1,Acropora verweyi,2019/06/01,2,3,100,0.000726
Tree 099,4_2_2,Acropora verweyi,2019/06/01,3,3,70,-0.001587
Tree 099,4_2_3,Acropora verweyi,2019/06/01,3,3,100,0.000949
Tree 099,4_2_4,Acropora verweyi,2019/06/01,1,3,100,0.010675
Tree 099,4_2_5,Acropora verweyi,2019/06/01,2,3,100,0.003430
Tree 099,4_3_1,Acropora verweyi,2019/06/01,1,3,60,0.017917
Tree 099,4_3_2,Acropora verweyi,2019/06/01,3,3,90,0.003356
Tree 099,4_3_4,Acropora verweyi,2019/06/01,2,3,80,0.010593
Tree 079,1_1_1,Pocillopora verucosa,2019/08/01,2,1,100,0.011041
Tree 079,1_1_2,Pocillopora verucosa,2019/08/01,3,1,100,0.009695
Tree 079,1_1_3,Pocillopora verucosa,2019/08/01,1,1,100,0.011093
Tree 079,1_1_4,Pocillopora verucosa,2019/08/01,2,1,100,0.003841
Tree 079,1_2_1,Pocillopora verucosa,2019/08/01,3,1,100,-0.001568
Tree 079,1_2_2,Pocillopora verucosa,2019/08/01,2,1,100,-0.001292
Tree 079,1_2_4,Pocillopora verucosa,2019/08/01,2,1,100,0.007232
Tree 079,1_2_5,Pocillopora verucosa,2019/08/01,1,1,100,0.002691
Tree 079,1_3_1,Pocillopora verucosa,2019/08/01,3,1,100,0.007440
Tree 079,1_3_2,Pocillopora verucosa,2019/08/01,2,1,100,0.002910
Tree 079,1_3_3,Pocillopora verucosa,2019/08/01,3,1,100,0.007129
Tree 079,1_3_5,Pocillopora verucosa,2019/08/01,1,1,100,0.006792
Tree 079,2_1_1,Acropora verweyi,2019/08/01,2,1,100,0.013205
Tree 079,2_1_3,Acropora verweyi,2019/08/01,3,1,100,0.009867
Tree 079,2_1_4,Acropora verweyi,2019/08/01,1,1,40,0.002292
Tree 079,2_1_5,Acropora verweyi,2019/08/01,2,1,100,0.011875
Tree 079,2_2_1,Acropora verweyi,2019/08/01,3,1,100,0.008528
Tree 079,2_2_3,Acropora verweyi,2019/08/01,3,1,100,0.004821
Tree 079,2_2_5,Acropora verweyi,2019/08/01,3,1,100,0.007005
Tree 079,2_3_1,Acropora verweyi,2019/08/01,3,1,100,0.010527
Tree 079,2_3_2,Acropora verweyi,2019/08/01,1,1,80,0.010316
Tree 079,2_3_3,Acropora verweyi,2019/08/01,2,1,100,0.015246
Tree 079,2_3_4,Acropora verweyi,2019/08/01,2,1,100,0.015638
Tree 079,2_3_5,Acropora verweyi,2019/08/01,1,1,90,0.016678
Tree 079,3_1_1,Acropora formosa,2019/08/01,3,1,100,0.012754
Tree 079,3_2_1,Acropora formosa,2019/08/01,2,1,100,0.002999
Tree 079,3_2_2,Acropora formosa,2019/08/01,3,1,100,0.003209
Tree 079,3_2_3,Acropora formosa,2019/08/01,2,1,100,0.003909
Tree 079,3_2_4,Acropora formosa,2019/08/01,3,1,100,0.001246
Tree 079,3_2_5,Acropora formosa,2019/08/01,1,1,100,0.011670
Tree 079,3_3_1,Acropora formosa,2019/08/01,2,1,100,0.010301
Tree 079,3_3_2,Acropora formosa,2019/08/01,2,1,100,0.003010
Tree 079,3_3_3,Acropora formosa,2019/08/01,1,1,100,0.013668
Tree 079,3_3_4,Acropora formosa,2019/08/01,1,1,100,0.009827
Tree 079,3_3_5,Acropora formosa,2019/08/01,3,1,100,0.011246
Tree 079,4_1_1,Porites cylindrica,2019/08/01,2,1,30,0.006834
Tree 079,4_1_2,Porites cylindrica,2019/08/01,3,1,100,0.005544
Tree 079,4_1_3,Porites cylindrica,2019/08/01,1,1,100,0.018242
Tree 079,4_1_5,Porites cylindrica,2019/08/01,3,1,100,0.010972
Tree 079,4_2_1,Porites cylindrica,2019/08/01,2,1,100,0.008060
Tree 079,4_2_4,Porites cylindrica,2019/08/01,3,1,90,0.005621
Tree 079,4_2_5,Porites cylindrica,2019/08/01,1,1,100,0.007478
Tree 079,4_3_1,Porites cylindrica,2019/08/01,2,1,100,0.009913
Tree 079,4_3_2,Porites cylindrica,2019/08/01,3,1,100,0.006205
Tree 079,4_3_3,Porites cylindrica,2019/08/01,1,1,100,0.016803
Tree 079,4_3_4,Porites cylindrica,2019/08/01,2,1,100,0.011375
Tree 084,1_1_1,Porites cylindrica,2019/08/01,3,4,100,0.002478
Tree 084,1_1_2,Porites cylindrica,2019/08/01,2,4,90,0.001746
Tree 084,1_1_3,Porites cylindrica,2019/08/01,3,4,100,0.001411
Tree 084,1_1_4,Porites cylindrica,2019/08/01,1,4,40,0.003711
Tree 084,1_3_3,Porites cylindrica,2019/08/01,3,4,100,0.010451
Tree 084,1_3_4,Porites cylindrica,2019/08/01,2,4,100,0.007118
Tree 084,2_1_1,Pocillopora verucosa,2019/08/01,2,4,100,0.002995
Tree 084,2_1_2,Pocillopora verucosa,2019/08/01,3,4,100,0.003765
Tree 084,2_1_3,Pocillopora verucosa,2019/08/01,1,4,80,-0.001721
Tree 084,2_1_4,Pocillopora verucosa,2019/08/01,1,4,100,0.012195
Tree 084,2_1_5,Pocillopora verucosa,2019/08/01,3,4,100,0.006374
Tree 084,2_2_1,Pocillopora verucosa,2019/08/01,3,4,100,0.003370
Tree 084,2_2_2,Pocillopora verucosa,2019/08/01,1,4,100,0.004598
Tree 084,2_2_3,Pocillopora verucosa,2019/08/01,2,4,100,0.010515
Tree 084,2_2_4,Pocillopora verucosa,2019/08/01,3,4,100,0.000787
Tree 084,2_2_5,Pocillopora verucosa,2019/08/01,2,4,100,0.003395
Tree 084,2_3_1,Pocillopora verucosa,2019/08/01,1,4,100,0.010914
Tree 084,2_3_2,Pocillopora verucosa,2019/08/01,1,4,100,0.013478
Tree 084,2_3_3,Pocillopora verucosa,2019/08/01,2,4,100,0.007182
Tree 084,2_3_4,Pocillopora verucosa,2019/08/01,2,4,90,-0.000926
Tree 084,2_3_5,Pocillopora verucosa,2019/08/01,3,4,100,0.001334
Tree 084,3_1_2,Acropora formosa,2019/08/01,2,4,100,0.006058
Tree 084,3_1_3,Acropora formosa,2019/08/01,3,4,100,0.011419
Tree 084,3_1_4,Acropora formosa,2019/08/01,1,4,100,0.008263
Tree 084,3_1_5,Acropora formosa,2019/08/01,2,4,100,0.007310
Tree 084,3_2_1,Acropora formosa,2019/08/01,2,4,100,0.009174
Tree 084,3_2_2,Acropora formosa,2019/08/01,3,4,100,0.006876
Tree 084,3_2_3,Acropora formosa,2019/08/01,2,4,100,0.004754
Tree 084,3_2_4,Acropora formosa,2019/08/01,1,4,100,0.022266
Tree 084,3_2_5,Acropora formosa,2019/08/01,3,4,100,0.008809
Tree 084,3_3_1,Acropora formosa,2019/08/01,3,4,100,0.007008
Tree 084,3_3_2,Acropora formosa,2019/08/01,2,4,100,0.003143
Tree 084,3_3_3,Acropora formosa,2019/08/01,3,4,100,-0.003527
Tree 084,4_1_2,Acropora verweyi,2019/08/01,3,4,100,0.003248
